question,answer
 Moet ik een tachograaf altijd controleren? ,"  Heeft een voertuig een tachograaf met installatieplaatje, dan moet u deze altijd controleren tijdens een APK- keuring.   "
 Waarom is roetmeting voor Euro 6 motoren tijdelijk afgeschaft? ,"  De RDW heeft geconstateerd dat het steeds complexer wordt om een roetmeting tijdens een APK uit te voeren. Dit doet zich voor sinds de komst van bedrijfsauto’s die voldoen aan de milieuclassificatie Euro 6. De constructie van de uitlaatmonding verhindert in sommige gevallen het inbrengen van de sonde en de vorm van de uitlaatmonding maakt het soms onmogelijk om de nul-emissie apparatuur op de juiste wijze aan te brengen.De RDW doet op dit moment onderzoek naar de mogelijkheid om het emissie gerelateerd diagnostisch boordsysteem (EOBD) ook te gaan gebruiken bij bedrijfsauto’s met een maximummassa van meer dan 3.500 kg. Tot dat moment wordt de huidige controle op emissies, conform artikel 5.3.11 lid 8 van de Regeling voertuigen (roetmeting) per direct opgeschort. Dit is alleen van toepassing bij bedrijfsauto’s met een toegestane maximummassa van meer dan 3.500 kg en voorzien van een Euro 6 motor.   Brief aan APK1-erkenninghouders: Roetmeting voor Euro 6 motoren tijdelijk afgeschaft (pdf, 201kb)   "
 Hoe ziet u dat er regelgeving gewijzigd is? ,"  Alle wijzigingen vindt u onderaan de website bij ‘Recente wijzigen’. Ook hebben nieuwe artikelen een geel kader, gewijzigde artikelen een grijs kader en staat de datum van de wijziging bij het artikel. Is de regelgeving onlangs gewijzigd dan staat er een aantal weken een waarschuwingsbalk op de site. U kunt de wijzigingen dus niet meer missen.  "
 Is er een papieren handboek? ,"   Naast de online APK-regelgeving is er een papieren versie. Deze kunt u zelf printen.    APK-regelgeving (pdf, 4mb)  "
 Moet een tachograaf gecontroleerd worden bij lichte bedrijfsvoertuigen en personenauto’s (APK 2)? ,  ​Het controleren van de tachograaf bij lichte bedrijfsvoertuigen en personenauto’s is vanaf 1 januari 2016 onderdeel van de APK 2-keuring. De controle van de tachograaf was voor de zware bedrijfsauto’s al onderdeel van de APK 1-keuring.   
 Is er extra apparatuur nodig voor een tachograaf controle bij lichte bedrijfsvoertuigen en personenauto’s (APK 2)? ,  Voor APK-erkenninghouders zijn geen extra investeringen nodig om de controle op de tachograaf voor lichte bedrijfsauto’s in APK 2-keuring uit te kunnen voeren. De controle voert u uit met behulp van het al aanwezige basis gereedschap (looplamp en meetlint). U hoeft geen nieuwe apparatuur aan te schaffen.  
 Welke eisen zijn van toepassing op een tachograaf controle bij lichte bedrijfsvoertuigen en personenauto’s (APK 2)? ,  De controle-eisen voor het keuren van de tachograaf bij APK 2 staan beschreven in de APK-regelgeving vanaf1 januari 2016. Het gaat om een eenvoudige controle waarbij u kijkt of er een installatieplaatje aanwezig en geldig is. En of de tachograaf op de juiste manier verzegeld is. Daarnaast moet u ook controleren of de omtrek van de banden niet afwijkt.    
 Moet ik een tachograaf altijd controleren? ,"  Heeft een voertuig een tachograaf met installatieplaatje, dan moet u deze altijd controleren tijdens een APK- keuring.   "
 Waarom is roetmeting voor Euro 6 motoren tijdelijk afgeschaft? ,"  De RDW heeft geconstateerd dat het steeds complexer wordt om een roetmeting tijdens een APK uit te voeren. Dit doet zich voor sinds de komst van bedrijfsauto’s die voldoen aan de milieuclassificatie Euro 6. De constructie van de uitlaatmonding verhindert in sommige gevallen het inbrengen van de sonde en de vorm van de uitlaatmonding maakt het soms onmogelijk om de nul-emissie apparatuur op de juiste wijze aan te brengen.De RDW doet op dit moment onderzoek naar de mogelijkheid om het emissie gerelateerd diagnostisch boordsysteem (EOBD) ook te gaan gebruiken bij bedrijfsauto’s met een maximummassa van meer dan 3.500 kg. Tot dat moment wordt de huidige controle op emissies, conform artikel 5.3.11 lid 8 van de Regeling voertuigen (roetmeting) per direct opgeschort. Dit is alleen van toepassing bij bedrijfsauto’s met een toegestane maximummassa van meer dan 3.500 kg en voorzien van een Euro 6 motor.   Brief aan APK1-erkenninghouders: Roetmeting voor Euro 6 motoren tijdelijk afgeschaft (pdf, 201kb)   "
 Hoe ziet u dat er regelgeving gewijzigd is? ,"  Alle wijzigingen vindt u onderaan de website bij ‘Recente wijzigen’. Ook hebben nieuwe artikelen een geel kader, gewijzigde artikelen een grijs kader en staat de datum van de wijziging bij het artikel. Is de regelgeving onlangs gewijzigd dan staat er een aantal weken een waarschuwingsbalk op de site. U kunt de wijzigingen dus niet meer missen.  "
 Is er een papieren handboek? ,"   Naast de online APK-regelgeving is er een papieren versie. Deze kunt u zelf printen.    APK-regelgeving (pdf, 4mb)  "
 Moet een tachograaf gecontroleerd worden bij lichte bedrijfsvoertuigen en personenauto’s (APK 2)? ,  ​Het controleren van de tachograaf bij lichte bedrijfsvoertuigen en personenauto’s is vanaf 1 januari 2016 onderdeel van de APK 2-keuring. De controle van de tachograaf was voor de zware bedrijfsauto’s al onderdeel van de APK 1-keuring.   
 Is er extra apparatuur nodig voor een tachograaf controle bij lichte bedrijfsvoertuigen en personenauto’s (APK 2)? ,  Voor APK-erkenninghouders zijn geen extra investeringen nodig om de controle op de tachograaf voor lichte bedrijfsauto’s in APK 2-keuring uit te kunnen voeren. De controle voert u uit met behulp van het al aanwezige basis gereedschap (looplamp en meetlint). U hoeft geen nieuwe apparatuur aan te schaffen.  
 Welke eisen zijn van toepassing op een tachograaf controle bij lichte bedrijfsvoertuigen en personenauto’s (APK 2)? ,  De controle-eisen voor het keuren van de tachograaf bij APK 2 staan beschreven in de APK-regelgeving vanaf1 januari 2016. Het gaat om een eenvoudige controle waarbij u kijkt of er een installatieplaatje aanwezig en geldig is. En of de tachograaf op de juiste manier verzegeld is. Daarnaast moet u ook controleren of de omtrek van de banden niet afwijkt.    
 Moet ik een tachograaf altijd controleren? ,"  Heeft een voertuig een tachograaf met installatieplaatje, dan moet u deze altijd controleren tijdens een APK- keuring.   "
 Waarom is roetmeting voor Euro 6 motoren tijdelijk afgeschaft? ,"  De RDW heeft geconstateerd dat het steeds complexer wordt om een roetmeting tijdens een APK uit te voeren. Dit doet zich voor sinds de komst van bedrijfsauto’s die voldoen aan de milieuclassificatie Euro 6. De constructie van de uitlaatmonding verhindert in sommige gevallen het inbrengen van de sonde en de vorm van de uitlaatmonding maakt het soms onmogelijk om de nul-emissie apparatuur op de juiste wijze aan te brengen.De RDW doet op dit moment onderzoek naar de mogelijkheid om het emissie gerelateerd diagnostisch boordsysteem (EOBD) ook te gaan gebruiken bij bedrijfsauto’s met een maximummassa van meer dan 3.500 kg. Tot dat moment wordt de huidige controle op emissies, conform artikel 5.3.11 lid 8 van de Regeling voertuigen (roetmeting) per direct opgeschort. Dit is alleen van toepassing bij bedrijfsauto’s met een toegestane maximummassa van meer dan 3.500 kg en voorzien van een Euro 6 motor.   Brief aan APK1-erkenninghouders: Roetmeting voor Euro 6 motoren tijdelijk afgeschaft (pdf, 201kb)   "
 Hoe ziet u dat er regelgeving gewijzigd is? ,"  Alle wijzigingen vindt u onderaan de website bij ‘Recente wijzigen’. Ook hebben nieuwe artikelen een geel kader, gewijzigde artikelen een grijs kader en staat de datum van de wijziging bij het artikel. Is de regelgeving onlangs gewijzigd dan staat er een aantal weken een waarschuwingsbalk op de site. U kunt de wijzigingen dus niet meer missen.  "
 Is er een papieren handboek? ,"   Naast de online APK-regelgeving is er een papieren versie. Deze kunt u zelf printen.    APK-regelgeving (pdf, 4mb)  "
 Moet een tachograaf gecontroleerd worden bij lichte bedrijfsvoertuigen en personenauto’s (APK 2)? ,  ​Het controleren van de tachograaf bij lichte bedrijfsvoertuigen en personenauto’s is vanaf 1 januari 2016 onderdeel van de APK 2-keuring. De controle van de tachograaf was voor de zware bedrijfsauto’s al onderdeel van de APK 1-keuring.   
 Is er extra apparatuur nodig voor een tachograaf controle bij lichte bedrijfsvoertuigen en personenauto’s (APK 2)? ,  Voor APK-erkenninghouders zijn geen extra investeringen nodig om de controle op de tachograaf voor lichte bedrijfsauto’s in APK 2-keuring uit te kunnen voeren. De controle voert u uit met behulp van het al aanwezige basis gereedschap (looplamp en meetlint). U hoeft geen nieuwe apparatuur aan te schaffen.  
 Welke eisen zijn van toepassing op een tachograaf controle bij lichte bedrijfsvoertuigen en personenauto’s (APK 2)? ,  De controle-eisen voor het keuren van de tachograaf bij APK 2 staan beschreven in de APK-regelgeving vanaf1 januari 2016. Het gaat om een eenvoudige controle waarbij u kijkt of er een installatieplaatje aanwezig en geldig is. En of de tachograaf op de juiste manier verzegeld is. Daarnaast moet u ook controleren of de omtrek van de banden niet afwijkt.    
 Moet ik een tachograaf altijd controleren? ,"  Heeft een voertuig een tachograaf met installatieplaatje, dan moet u deze altijd controleren tijdens een APK- keuring.   "
 Waarom is roetmeting voor Euro 6 motoren tijdelijk afgeschaft? ,"  De RDW heeft geconstateerd dat het steeds complexer wordt om een roetmeting tijdens een APK uit te voeren. Dit doet zich voor sinds de komst van bedrijfsauto’s die voldoen aan de milieuclassificatie Euro 6. De constructie van de uitlaatmonding verhindert in sommige gevallen het inbrengen van de sonde en de vorm van de uitlaatmonding maakt het soms onmogelijk om de nul-emissie apparatuur op de juiste wijze aan te brengen.De RDW doet op dit moment onderzoek naar de mogelijkheid om het emissie gerelateerd diagnostisch boordsysteem (EOBD) ook te gaan gebruiken bij bedrijfsauto’s met een maximummassa van meer dan 3.500 kg. Tot dat moment wordt de huidige controle op emissies, conform artikel 5.3.11 lid 8 van de Regeling voertuigen (roetmeting) per direct opgeschort. Dit is alleen van toepassing bij bedrijfsauto’s met een toegestane maximummassa van meer dan 3.500 kg en voorzien van een Euro 6 motor.   Brief aan APK1-erkenninghouders: Roetmeting voor Euro 6 motoren tijdelijk afgeschaft (pdf, 201kb)   "
 Hoe ziet u dat er regelgeving gewijzigd is? ,"  Alle wijzigingen vindt u onderaan de website bij ‘Recente wijzigen’. Ook hebben nieuwe artikelen een geel kader, gewijzigde artikelen een grijs kader en staat de datum van de wijziging bij het artikel. Is de regelgeving onlangs gewijzigd dan staat er een aantal weken een waarschuwingsbalk op de site. U kunt de wijzigingen dus niet meer missen.  "
 Is er een papieren handboek? ,"   Naast de online APK-regelgeving is er een papieren versie. Deze kunt u zelf printen.    APK-regelgeving (pdf, 4mb)  "
 Moet een tachograaf gecontroleerd worden bij lichte bedrijfsvoertuigen en personenauto’s (APK 2)? ,  ​Het controleren van de tachograaf bij lichte bedrijfsvoertuigen en personenauto’s is vanaf 1 januari 2016 onderdeel van de APK 2-keuring. De controle van de tachograaf was voor de zware bedrijfsauto’s al onderdeel van de APK 1-keuring.   
 Is er extra apparatuur nodig voor een tachograaf controle bij lichte bedrijfsvoertuigen en personenauto’s (APK 2)? ,  Voor APK-erkenninghouders zijn geen extra investeringen nodig om de controle op de tachograaf voor lichte bedrijfsauto’s in APK 2-keuring uit te kunnen voeren. De controle voert u uit met behulp van het al aanwezige basis gereedschap (looplamp en meetlint). U hoeft geen nieuwe apparatuur aan te schaffen.  
 Welke eisen zijn van toepassing op een tachograaf controle bij lichte bedrijfsvoertuigen en personenauto’s (APK 2)? ,  De controle-eisen voor het keuren van de tachograaf bij APK 2 staan beschreven in de APK-regelgeving vanaf1 januari 2016. Het gaat om een eenvoudige controle waarbij u kijkt of er een installatieplaatje aanwezig en geldig is. En of de tachograaf op de juiste manier verzegeld is. Daarnaast moet u ook controleren of de omtrek van de banden niet afwijkt.    
 Moet ik een tachograaf altijd controleren? ,"  Heeft een voertuig een tachograaf met installatieplaatje, dan moet u deze altijd controleren tijdens een APK- keuring.   "
 Waarom is roetmeting voor Euro 6 motoren tijdelijk afgeschaft? ,"  De RDW heeft geconstateerd dat het steeds complexer wordt om een roetmeting tijdens een APK uit te voeren. Dit doet zich voor sinds de komst van bedrijfsauto’s die voldoen aan de milieuclassificatie Euro 6. De constructie van de uitlaatmonding verhindert in sommige gevallen het inbrengen van de sonde en de vorm van de uitlaatmonding maakt het soms onmogelijk om de nul-emissie apparatuur op de juiste wijze aan te brengen.De RDW doet op dit moment onderzoek naar de mogelijkheid om het emissie gerelateerd diagnostisch boordsysteem (EOBD) ook te gaan gebruiken bij bedrijfsauto’s met een maximummassa van meer dan 3.500 kg. Tot dat moment wordt de huidige controle op emissies, conform artikel 5.3.11 lid 8 van de Regeling voertuigen (roetmeting) per direct opgeschort. Dit is alleen van toepassing bij bedrijfsauto’s met een toegestane maximummassa van meer dan 3.500 kg en voorzien van een Euro 6 motor.   Brief aan APK1-erkenninghouders: Roetmeting voor Euro 6 motoren tijdelijk afgeschaft (pdf, 201kb)   "
 Hoe ziet u dat er regelgeving gewijzigd is? ,"  Alle wijzigingen vindt u onderaan de website bij ‘Recente wijzigen’. Ook hebben nieuwe artikelen een geel kader, gewijzigde artikelen een grijs kader en staat de datum van de wijziging bij het artikel. Is de regelgeving onlangs gewijzigd dan staat er een aantal weken een waarschuwingsbalk op de site. U kunt de wijzigingen dus niet meer missen.  "
 Is er een papieren handboek? ,"   Naast de online APK-regelgeving is er een papieren versie. Deze kunt u zelf printen.    APK-regelgeving (pdf, 4mb)  "
 Moet een tachograaf gecontroleerd worden bij lichte bedrijfsvoertuigen en personenauto’s (APK 2)? ,  ​Het controleren van de tachograaf bij lichte bedrijfsvoertuigen en personenauto’s is vanaf 1 januari 2016 onderdeel van de APK 2-keuring. De controle van de tachograaf was voor de zware bedrijfsauto’s al onderdeel van de APK 1-keuring.   
 Is er extra apparatuur nodig voor een tachograaf controle bij lichte bedrijfsvoertuigen en personenauto’s (APK 2)? ,  Voor APK-erkenninghouders zijn geen extra investeringen nodig om de controle op de tachograaf voor lichte bedrijfsauto’s in APK 2-keuring uit te kunnen voeren. De controle voert u uit met behulp van het al aanwezige basis gereedschap (looplamp en meetlint). U hoeft geen nieuwe apparatuur aan te schaffen.  
 Welke eisen zijn van toepassing op een tachograaf controle bij lichte bedrijfsvoertuigen en personenauto’s (APK 2)? ,  De controle-eisen voor het keuren van de tachograaf bij APK 2 staan beschreven in de APK-regelgeving vanaf1 januari 2016. Het gaat om een eenvoudige controle waarbij u kijkt of er een installatieplaatje aanwezig en geldig is. En of de tachograaf op de juiste manier verzegeld is. Daarnaast moet u ook controleren of de omtrek van de banden niet afwijkt.    
 Moet ik een tachograaf altijd controleren? ,"  Heeft een voertuig een tachograaf met installatieplaatje, dan moet u deze altijd controleren tijdens een APK- keuring.   "
 Waarom is roetmeting voor Euro 6 motoren tijdelijk afgeschaft? ,"  De RDW heeft geconstateerd dat het steeds complexer wordt om een roetmeting tijdens een APK uit te voeren. Dit doet zich voor sinds de komst van bedrijfsauto’s die voldoen aan de milieuclassificatie Euro 6. De constructie van de uitlaatmonding verhindert in sommige gevallen het inbrengen van de sonde en de vorm van de uitlaatmonding maakt het soms onmogelijk om de nul-emissie apparatuur op de juiste wijze aan te brengen.De RDW doet op dit moment onderzoek naar de mogelijkheid om het emissie gerelateerd diagnostisch boordsysteem (EOBD) ook te gaan gebruiken bij bedrijfsauto’s met een maximummassa van meer dan 3.500 kg. Tot dat moment wordt de huidige controle op emissies, conform artikel 5.3.11 lid 8 van de Regeling voertuigen (roetmeting) per direct opgeschort. Dit is alleen van toepassing bij bedrijfsauto’s met een toegestane maximummassa van meer dan 3.500 kg en voorzien van een Euro 6 motor.   Brief aan APK1-erkenninghouders: Roetmeting voor Euro 6 motoren tijdelijk afgeschaft (pdf, 201kb)   "
 Hoe ziet u dat er regelgeving gewijzigd is? ,"  Alle wijzigingen vindt u onderaan de website bij ‘Recente wijzigen’. Ook hebben nieuwe artikelen een geel kader, gewijzigde artikelen een grijs kader en staat de datum van de wijziging bij het artikel. Is de regelgeving onlangs gewijzigd dan staat er een aantal weken een waarschuwingsbalk op de site. U kunt de wijzigingen dus niet meer missen.  "
 Is er een papieren handboek? ,"   Naast de online APK-regelgeving is er een papieren versie. Deze kunt u zelf printen.    APK-regelgeving (pdf, 4mb)  "
 Moet een tachograaf gecontroleerd worden bij lichte bedrijfsvoertuigen en personenauto’s (APK 2)? ,  ​Het controleren van de tachograaf bij lichte bedrijfsvoertuigen en personenauto’s is vanaf 1 januari 2016 onderdeel van de APK 2-keuring. De controle van de tachograaf was voor de zware bedrijfsauto’s al onderdeel van de APK 1-keuring.   
 Is er extra apparatuur nodig voor een tachograaf controle bij lichte bedrijfsvoertuigen en personenauto’s (APK 2)? ,  Voor APK-erkenninghouders zijn geen extra investeringen nodig om de controle op de tachograaf voor lichte bedrijfsauto’s in APK 2-keuring uit te kunnen voeren. De controle voert u uit met behulp van het al aanwezige basis gereedschap (looplamp en meetlint). U hoeft geen nieuwe apparatuur aan te schaffen.  
 Welke eisen zijn van toepassing op een tachograaf controle bij lichte bedrijfsvoertuigen en personenauto’s (APK 2)? ,  De controle-eisen voor het keuren van de tachograaf bij APK 2 staan beschreven in de APK-regelgeving vanaf1 januari 2016. Het gaat om een eenvoudige controle waarbij u kijkt of er een installatieplaatje aanwezig en geldig is. En of de tachograaf op de juiste manier verzegeld is. Daarnaast moet u ook controleren of de omtrek van de banden niet afwijkt.    
 Moet ik een tachograaf altijd controleren? ,"  Heeft een voertuig een tachograaf met installatieplaatje, dan moet u deze altijd controleren tijdens een APK- keuring.   "
 Waarom is roetmeting voor Euro 6 motoren tijdelijk afgeschaft? ,"  De RDW heeft geconstateerd dat het steeds complexer wordt om een roetmeting tijdens een APK uit te voeren. Dit doet zich voor sinds de komst van bedrijfsauto’s die voldoen aan de milieuclassificatie Euro 6. De constructie van de uitlaatmonding verhindert in sommige gevallen het inbrengen van de sonde en de vorm van de uitlaatmonding maakt het soms onmogelijk om de nul-emissie apparatuur op de juiste wijze aan te brengen.De RDW doet op dit moment onderzoek naar de mogelijkheid om het emissie gerelateerd diagnostisch boordsysteem (EOBD) ook te gaan gebruiken bij bedrijfsauto’s met een maximummassa van meer dan 3.500 kg. Tot dat moment wordt de huidige controle op emissies, conform artikel 5.3.11 lid 8 van de Regeling voertuigen (roetmeting) per direct opgeschort. Dit is alleen van toepassing bij bedrijfsauto’s met een toegestane maximummassa van meer dan 3.500 kg en voorzien van een Euro 6 motor.   Brief aan APK1-erkenninghouders: Roetmeting voor Euro 6 motoren tijdelijk afgeschaft (pdf, 201kb)   "
 Hoe ziet u dat er regelgeving gewijzigd is? ,"  Alle wijzigingen vindt u onderaan de website bij ‘Recente wijzigen’. Ook hebben nieuwe artikelen een geel kader, gewijzigde artikelen een grijs kader en staat de datum van de wijziging bij het artikel. Is de regelgeving onlangs gewijzigd dan staat er een aantal weken een waarschuwingsbalk op de site. U kunt de wijzigingen dus niet meer missen.  "
 Is er een papieren handboek? ,"   Naast de online APK-regelgeving is er een papieren versie. Deze kunt u zelf printen.    APK-regelgeving (pdf, 4mb)  "
 Moet een tachograaf gecontroleerd worden bij lichte bedrijfsvoertuigen en personenauto’s (APK 2)? ,  ​Het controleren van de tachograaf bij lichte bedrijfsvoertuigen en personenauto’s is vanaf 1 januari 2016 onderdeel van de APK 2-keuring. De controle van de tachograaf was voor de zware bedrijfsauto’s al onderdeel van de APK 1-keuring.   
 Is er extra apparatuur nodig voor een tachograaf controle bij lichte bedrijfsvoertuigen en personenauto’s (APK 2)? ,  Voor APK-erkenninghouders zijn geen extra investeringen nodig om de controle op de tachograaf voor lichte bedrijfsauto’s in APK 2-keuring uit te kunnen voeren. De controle voert u uit met behulp van het al aanwezige basis gereedschap (looplamp en meetlint). U hoeft geen nieuwe apparatuur aan te schaffen.  
 Welke eisen zijn van toepassing op een tachograaf controle bij lichte bedrijfsvoertuigen en personenauto’s (APK 2)? ,  De controle-eisen voor het keuren van de tachograaf bij APK 2 staan beschreven in de APK-regelgeving vanaf1 januari 2016. Het gaat om een eenvoudige controle waarbij u kijkt of er een installatieplaatje aanwezig en geldig is. En of de tachograaf op de juiste manier verzegeld is. Daarnaast moet u ook controleren of de omtrek van de banden niet afwijkt.    
 Moet ik een tachograaf altijd controleren? ,"  Heeft een voertuig een tachograaf met installatieplaatje, dan moet u deze altijd controleren tijdens een APK- keuring.   "
 Waarom is roetmeting voor Euro 6 motoren tijdelijk afgeschaft? ,"  De RDW heeft geconstateerd dat het steeds complexer wordt om een roetmeting tijdens een APK uit te voeren. Dit doet zich voor sinds de komst van bedrijfsauto’s die voldoen aan de milieuclassificatie Euro 6. De constructie van de uitlaatmonding verhindert in sommige gevallen het inbrengen van de sonde en de vorm van de uitlaatmonding maakt het soms onmogelijk om de nul-emissie apparatuur op de juiste wijze aan te brengen.De RDW doet op dit moment onderzoek naar de mogelijkheid om het emissie gerelateerd diagnostisch boordsysteem (EOBD) ook te gaan gebruiken bij bedrijfsauto’s met een maximummassa van meer dan 3.500 kg. Tot dat moment wordt de huidige controle op emissies, conform artikel 5.3.11 lid 8 van de Regeling voertuigen (roetmeting) per direct opgeschort. Dit is alleen van toepassing bij bedrijfsauto’s met een toegestane maximummassa van meer dan 3.500 kg en voorzien van een Euro 6 motor.   Brief aan APK1-erkenninghouders: Roetmeting voor Euro 6 motoren tijdelijk afgeschaft (pdf, 201kb)   "
 Hoe ziet u dat er regelgeving gewijzigd is? ,"  Alle wijzigingen vindt u onderaan de website bij ‘Recente wijzigen’. Ook hebben nieuwe artikelen een geel kader, gewijzigde artikelen een grijs kader en staat de datum van de wijziging bij het artikel. Is de regelgeving onlangs gewijzigd dan staat er een aantal weken een waarschuwingsbalk op de site. U kunt de wijzigingen dus niet meer missen.  "
 Is er een papieren handboek? ,"   Naast de online APK-regelgeving is er een papieren versie. Deze kunt u zelf printen.    APK-regelgeving (pdf, 4mb)  "
 Moet een tachograaf gecontroleerd worden bij lichte bedrijfsvoertuigen en personenauto’s (APK 2)? ,  ​Het controleren van de tachograaf bij lichte bedrijfsvoertuigen en personenauto’s is vanaf 1 januari 2016 onderdeel van de APK 2-keuring. De controle van de tachograaf was voor de zware bedrijfsauto’s al onderdeel van de APK 1-keuring.   
 Is er extra apparatuur nodig voor een tachograaf controle bij lichte bedrijfsvoertuigen en personenauto’s (APK 2)? ,  Voor APK-erkenninghouders zijn geen extra investeringen nodig om de controle op de tachograaf voor lichte bedrijfsauto’s in APK 2-keuring uit te kunnen voeren. De controle voert u uit met behulp van het al aanwezige basis gereedschap (looplamp en meetlint). U hoeft geen nieuwe apparatuur aan te schaffen.  
 Welke eisen zijn van toepassing op een tachograaf controle bij lichte bedrijfsvoertuigen en personenauto’s (APK 2)? ,  De controle-eisen voor het keuren van de tachograaf bij APK 2 staan beschreven in de APK-regelgeving vanaf1 januari 2016. Het gaat om een eenvoudige controle waarbij u kijkt of er een installatieplaatje aanwezig en geldig is. En of de tachograaf op de juiste manier verzegeld is. Daarnaast moet u ook controleren of de omtrek van de banden niet afwijkt.    
 Moet ik een tachograaf altijd controleren? ,"  Heeft een voertuig een tachograaf met installatieplaatje, dan moet u deze altijd controleren tijdens een APK- keuring.   "
 Waarom is roetmeting voor Euro 6 motoren tijdelijk afgeschaft? ,"  De RDW heeft geconstateerd dat het steeds complexer wordt om een roetmeting tijdens een APK uit te voeren. Dit doet zich voor sinds de komst van bedrijfsauto’s die voldoen aan de milieuclassificatie Euro 6. De constructie van de uitlaatmonding verhindert in sommige gevallen het inbrengen van de sonde en de vorm van de uitlaatmonding maakt het soms onmogelijk om de nul-emissie apparatuur op de juiste wijze aan te brengen.De RDW doet op dit moment onderzoek naar de mogelijkheid om het emissie gerelateerd diagnostisch boordsysteem (EOBD) ook te gaan gebruiken bij bedrijfsauto’s met een maximummassa van meer dan 3.500 kg. Tot dat moment wordt de huidige controle op emissies, conform artikel 5.3.11 lid 8 van de Regeling voertuigen (roetmeting) per direct opgeschort. Dit is alleen van toepassing bij bedrijfsauto’s met een toegestane maximummassa van meer dan 3.500 kg en voorzien van een Euro 6 motor.   Brief aan APK1-erkenninghouders: Roetmeting voor Euro 6 motoren tijdelijk afgeschaft (pdf, 201kb)   "
 Hoe ziet u dat er regelgeving gewijzigd is? ,"  Alle wijzigingen vindt u onderaan de website bij ‘Recente wijzigen’. Ook hebben nieuwe artikelen een geel kader, gewijzigde artikelen een grijs kader en staat de datum van de wijziging bij het artikel. Is de regelgeving onlangs gewijzigd dan staat er een aantal weken een waarschuwingsbalk op de site. U kunt de wijzigingen dus niet meer missen.  "
 Is er een papieren handboek? ,"   Naast de online APK-regelgeving is er een papieren versie. Deze kunt u zelf printen.    APK-regelgeving (pdf, 4mb)  "
 Moet een tachograaf gecontroleerd worden bij lichte bedrijfsvoertuigen en personenauto’s (APK 2)? ,  ​Het controleren van de tachograaf bij lichte bedrijfsvoertuigen en personenauto’s is vanaf 1 januari 2016 onderdeel van de APK 2-keuring. De controle van de tachograaf was voor de zware bedrijfsauto’s al onderdeel van de APK 1-keuring.   
 Is er extra apparatuur nodig voor een tachograaf controle bij lichte bedrijfsvoertuigen en personenauto’s (APK 2)? ,  Voor APK-erkenninghouders zijn geen extra investeringen nodig om de controle op de tachograaf voor lichte bedrijfsauto’s in APK 2-keuring uit te kunnen voeren. De controle voert u uit met behulp van het al aanwezige basis gereedschap (looplamp en meetlint). U hoeft geen nieuwe apparatuur aan te schaffen.  
 Welke eisen zijn van toepassing op een tachograaf controle bij lichte bedrijfsvoertuigen en personenauto’s (APK 2)? ,  De controle-eisen voor het keuren van de tachograaf bij APK 2 staan beschreven in de APK-regelgeving vanaf1 januari 2016. Het gaat om een eenvoudige controle waarbij u kijkt of er een installatieplaatje aanwezig en geldig is. En of de tachograaf op de juiste manier verzegeld is. Daarnaast moet u ook controleren of de omtrek van de banden niet afwijkt.    
 Moet ik een tachograaf altijd controleren? ,"  Heeft een voertuig een tachograaf met installatieplaatje, dan moet u deze altijd controleren tijdens een APK- keuring.   "
 Waarom is roetmeting voor Euro 6 motoren tijdelijk afgeschaft? ,"  De RDW heeft geconstateerd dat het steeds complexer wordt om een roetmeting tijdens een APK uit te voeren. Dit doet zich voor sinds de komst van bedrijfsauto’s die voldoen aan de milieuclassificatie Euro 6. De constructie van de uitlaatmonding verhindert in sommige gevallen het inbrengen van de sonde en de vorm van de uitlaatmonding maakt het soms onmogelijk om de nul-emissie apparatuur op de juiste wijze aan te brengen.De RDW doet op dit moment onderzoek naar de mogelijkheid om het emissie gerelateerd diagnostisch boordsysteem (EOBD) ook te gaan gebruiken bij bedrijfsauto’s met een maximummassa van meer dan 3.500 kg. Tot dat moment wordt de huidige controle op emissies, conform artikel 5.3.11 lid 8 van de Regeling voertuigen (roetmeting) per direct opgeschort. Dit is alleen van toepassing bij bedrijfsauto’s met een toegestane maximummassa van meer dan 3.500 kg en voorzien van een Euro 6 motor.   Brief aan APK1-erkenninghouders: Roetmeting voor Euro 6 motoren tijdelijk afgeschaft (pdf, 201kb)   "
 Hoe ziet u dat er regelgeving gewijzigd is? ,"  Alle wijzigingen vindt u onderaan de website bij ‘Recente wijzigen’. Ook hebben nieuwe artikelen een geel kader, gewijzigde artikelen een grijs kader en staat de datum van de wijziging bij het artikel. Is de regelgeving onlangs gewijzigd dan staat er een aantal weken een waarschuwingsbalk op de site. U kunt de wijzigingen dus niet meer missen.  "
 Is er een papieren handboek? ,"   Naast de online APK-regelgeving is er een papieren versie. Deze kunt u zelf printen.    APK-regelgeving (pdf, 4mb)  "
 Moet een tachograaf gecontroleerd worden bij lichte bedrijfsvoertuigen en personenauto’s (APK 2)? ,  ​Het controleren van de tachograaf bij lichte bedrijfsvoertuigen en personenauto’s is vanaf 1 januari 2016 onderdeel van de APK 2-keuring. De controle van de tachograaf was voor de zware bedrijfsauto’s al onderdeel van de APK 1-keuring.   
